family	file	variables	clauses	batsat_verdict	batsat_ms	native_verdict	native_ms	cadical_verdict	cadical_ms	kissat_verdict	kissat_ms
noetzli-sample	bv-term-small-rw_496.cnf	651	2425	unsat	7.945842	unsat	9.879099	unsat	102.99102100543678	unsat	102.72904392331839
noetzli-sample	bv-term-small-rw_505.cnf	641	2263	unsat	16.84522	unsat	19.901442	unsat	102.73684491403401	unsat	102.89876093156636
noetzli-sample	bv-term-small-rw_524.cnf	4261	17468	unknown	20003.958004	unknown	20081.529444	unsat	16718.829638091847	unsat	703.4863538574427
noetzli-sample	bv-term-small-rw_526.cnf	683	2538	unsat	3.64377	unsat	4.983022	unsat	311.92722101695836	unsat	103.03203389048576
noetzli-sample	bv-term-small-rw_527.cnf	417	1437	unsat	1.923009	unsat	2.286842	unsat	110.59275711886585	unsat	103.0618620570749
noetzli-sample	bv-term-small-rw_541.cnf	0	1	unsat	0.10472	unsat	0.005658	unsat	114.5315628964454	unsat	103.18170301616192
noetzli-sample	bv-term-small-rw_55.cnf	2193	8824	unsat	3.474806	unsat	3.877511	unsat	120.67996594123542	unsat	103.02908811718225
noetzli-sample	bv-term-small-rw_558.cnf	0	1	unsat	0.185058	unsat	0.008036999999999999	unsat	233.74077607877553	unsat	102.80177998356521
noetzli-sample	bv-term-small-rw_599.cnf	0	1	unsat	0.027799	unsat	0.004715	unsat	111.94668104872108	unsat	103.09517593123019
noetzli-sample	bv-term-small-rw_600.cnf	0	1	unsat	0.017363999999999997	unsat	0.00347	unsat	114.8720399942249	unsat	103.92856900580227
noetzli-sample	bv-term-small-rw_603.cnf	585	2175	unsat	2.542122	unsat	2.135441	unsat	112.55281884223223	unsat	103.05810207501054
noetzli-sample	bv-term-small-rw_604.cnf	859	3171	unsat	2.64414	unsat	3.4326280000000002	unsat	106.95743490941823	unsat	103.16215991042554
noetzli-sample	bv-term-small-rw_62.cnf	0	1	unsat	0.122858	unsat	0.013885	unsat	107.84802096895874	unsat	103.02146291360259
noetzli-sample	bv-term-small-rw_623.cnf	4140	17161	unsat	126.368118	unsat	220.593299	unsat	411.1450710333884	unsat	203.22079886682332
noetzli-sample	bv-term-small-rw_648.cnf	0	1	unsat	0.131348	unsat	0.003555	unsat	212.57810504175723	unsat	103.11930510215461
noetzli-sample	bv-term-small-rw_65.cnf	0	1	unsat	0.010508	unsat	0.00138	unsat	109.0173409320414	unsat	103.52011700160801
noetzli-sample	bv-term-small-rw_653.cnf	0	1	unsat	0.002531	unsat	0.0007109999999999999	unsat	109.29143102839589	unsat	102.75485902093351
noetzli-sample	bv-term-small-rw_655.cnf	0	1	unsat	0.0027489999999999997	unsat	0.00037	unsat	109.43904984742403	unsat	103.07416110299528
noetzli-sample	bv-term-small-rw_663.cnf	1547	6871	unknown	20000.385202	unknown	20221.804188000002	unknown	20125.48563000746	unknown	20116.12405302003
noetzli-sample	bv-term-small-rw_665.cnf	0	1	unsat	0.376948	unsat	0.008072	unsat	103.49725792184472	unsat	103.30910701304674
noetzli-sample	bv-term-small-rw_669.cnf	628	2307	unsat	1.942278	unsat	1.807142	unsat	104.2013328988105	unsat	102.98549197614193
noetzli-sample	bv-term-small-rw_67.cnf	0	1	unsat	0.104748	unsat	0.00342	unsat	105.54477805271745	unsat	103.14334998838603
noetzli-sample	bv-term-small-rw_680.cnf	1872	8032	unsat	14.892940000000001	unsat	34.689532	unsat	105.48540600575507	unsat	102.75715007446706
noetzli-sample	bv-term-small-rw_733.cnf	0	1	unsat	0.320552	unsat	0.012869	unsat	104.31298008188605	unsat	102.8732848353684
noetzli-sample	bv-term-small-rw_763.cnf	0	1	unsat	0.051309	unsat	0.007199	unsat	103.70314796455204	unsat	102.53625200130045
noetzli-sample	bv-term-small-rw_772.cnf	0	1	unsat	0.056627	unsat	0.006311000000000001	unsat	104.90165301598608	unsat	102.64632711187005
noetzli-sample	bv-term-small-rw_782.cnf	0	1	unsat	0.007212	unsat	0.0010470000000000002	unsat	103.73942507430911	unsat	102.9348848387599
noetzli-sample	bv-term-small-rw_80.cnf	0	1	unsat	0.003963	unsat	0.0005390000000000001	unsat	103.52442902512848	unsat	103.08909299783409
noetzli-sample	bv-term-small-rw_807.cnf	0	1	unsat	0.021703	unsat	0.003193	unsat	103.99907315149903	unsat	102.92167402803898
noetzli-sample	bv-term-small-rw_836.cnf	0	1	unsat	0.072838	unsat	0.009662	unsat	104.070930974558	unsat	102.70648496225476
noetzli-sample	bv-term-small-rw_848.cnf	3999	16689	unknown	20001.777128	unknown	20496.987674	unknown	20118.21410083212	unsat	903.5566130187362
noetzli-sample	bv-term-small-rw_879.cnf	635	2246	unsat	7.11006	unsat	22.419165	unsat	104.5358709525317	unsat	104.42383610643446
noetzli-sample	bv-term-small-rw_902.cnf	480	1594	unsat	2.468199	unsat	4.588389	unsat	104.02328404597938	unsat	103.0880599282682
noetzli-sample	bv-term-small-rw_913.cnf	0	1	unsat	0.164307	unsat	0.009967	unsat	103.0235888902098	unsat	102.86181792616844
noetzli-sample	bv-term-small-rw_922.cnf	2063	8315	unsat	5.15698	unsat	1.8375299999999999	unsat	104.28831400349736	unsat	102.96458099037409
noetzli-sample	bv-term-small-rw_933.cnf	632	2183	sat	1.071506	sat	0.37922599999999995	sat	103.92569587565958	sat	103.09378197416663
noetzli-sample	bv-term-small-rw_934.cnf	0	1	unsat	0.18072	unsat	0.013458999999999999	unsat	103.58136310242116	unsat	103.0240401159972
noetzli-sample	bv-term-small-rw_950.cnf	0	1	unsat	0.037	unsat	0.004082	unsat	104.29973714053631	unsat	103.32543007098138
noetzli-sample	bv-term-small-rw_971.cnf	0	1	unsat	0.046695	unsat	0.007882	unsat	104.71130395308137	unsat	103.06355101056397
