path	status	int_symbols	src_nodes	mul_nodes	nonlinear_mul_nodes	max_degree	has_div	has_mod	has_abs	constant_width	max_constant	bound_width	bounded_symbols	unbounded_symbols	width	blast_nodes	blast_mul_nodes	mul_gates	divrem_nodes	divrem_gates	estimate	actual	note
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	272	3029	872	459	2	false	false	false	32	1073741825	3	39	233	32	8957	1744	35717120	0	0	107706222		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	20	5024	832	6656000	0	0	20178909		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	24	5024	832	9584640	0	0	29005317		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	28	5024	832	13045760	0	0	39429165		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1738.smt2	sat	216	1744	416	37	2	false	false	false	17	50004	3	13	203	32	5024	832	17039360	0	0	51450453		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1784_safety_0.smt2	sat	215	2236	603	242	2	false	false	false	32	1073741825	3	26	189	32	6282	1206	24698880	0	0	74481639		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	4	221597	47554	15217280	0	0	47733240		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	8	221597	47554	60869120	0	0	186427008		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	12	221597	47554	136955520	0	0	416424456		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	16	221597	47554	243476480	0	0	737725584		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	20	221597	47554	380432000	0	0	1150330392		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	24	221597	47554	547822080	0	0	1654238880		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	28	221597	47554	745646720	0	0	2249451048		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unsat	11084	75162	23777	2214	2	false	false	false	3	3	3	85	10999	32	221597	47554	973905920	0	0	2935966896		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	4	46365	7948	2543360	0	0	8067516		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	8	46365	7948	10173440	0	0	31313112		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	12	46365	7948	22890240	0	0	69818868		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	16	46365	7948	40693760	0	0	123584784		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	20	46365	7948	63584000	0	0	192610860		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	24	46365	7948	91560960	0	0	276897096		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	28	46365	7948	124624640	0	0	376443492		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	sat	1268	15318	3974	2446	2	false	false	false	2	-1	2	264	1004	32	46365	7948	162775040	0	0	491250048		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	4	527	140	44800	0	0	138867		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	8	527	140	179200	0	0	545751		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	12	527	140	403200	0	0	1221435		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	16	527	140	716800	0	0	2165919		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	20	527	140	1120000	0	0	3379203		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	24	527	140	1612800	0	0	4861287		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	28	527	140	2195200	0	0	6612171		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unsat	11	176	70	46	4	false	false	false	2	1	2	2	9	32	527	140	2867200	0	0	8631855		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	4								BLAST-ERROR: integer constant 1073741825 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	sat	323	3158	857	181	2	false	false	false	32	1073741825	2	13	310	32	9108	1714	35102720	0	0	105875904		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	4	44569	8602	2752640	0	0	8652237		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	8	44569	8602	11010560	0	0	33745173		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	12	44569	8602	24773760	0	0	75353949		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	16	44569	8602	44042240	0	0	133478565		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	20	44569	8602	68816000	0	0	208119021		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	24	44569	8602	99095040	0	0	299275317		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	28	44569	8602	134879360	0	0	406947453		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unsat	1701	17091	4301	1703	2	false	false	false	3	2	2	48	1653	32	44569	8602	176168960	0	0	531135429		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	4	734	158	50560	0	0	158139		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	8	734	158	202240	0	0	618459		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	12	734	158	455040	0	0	1382139		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	16	734	158	808960	0	0	2449179		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	20	734	158	1264000	0	0	3819579		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	24	734	158	1820160	0	0	5493339		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	28	734	158	2477440	0	0	7470459		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unsat	29	277	79	45	3	false	false	false	2	1	2	3	26	32	734	158	3235840	0	0	9750939		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	8								BLAST-ERROR: integer constant -1073741823 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	12								BLAST-ERROR: integer constant -1073741823 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	16								BLAST-ERROR: integer constant -1073741823 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	20								BLAST-ERROR: integer constant -1073741823 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	24								BLAST-ERROR: integer constant -1073741823 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	28								BLAST-ERROR: integer constant -1073741823 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	279	3094	891	459	2	false	false	false	31	-1073741823	3	39	240	32	9234	1782	36495360	0	0	110061306		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	4	2131	330	105600	0	0	336015		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	8	2131	330	422400	0	0	1301739		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	12	2131	330	950400	0	0	2901063		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	16	2131	330	1689600	0	0	5133987		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	20	2131	330	2640000	0	0	8000511		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	24	2131	330	3801600	0	0	11500635		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	28	2131	330	5174400	0	0	15634359		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__ConvertRec.jar-obl-9__p28030_safety_0.smt2	unknown	76	849	165	54	2	false	false	false	3	3	2	9	67	32	2131	330	6758400	0	0	20401683		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	4								BLAST-ERROR: integer constant 9 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	8	42788	8318	10647040	0	0	32668011		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	12	42788	8318	23955840	0	0	72921975		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	16	42788	8318	42588160	0	0	129146499		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	20	42788	8318	66544000	0	0	201341583		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	24	42788	8318	95823360	0	0	289507227		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	28	42788	8318	130426240	0	0	393643431		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	sat	1352	14040	4159	994	2	false	false	false	5	9	2	54	1298	32	42788	8318	170352640	0	0	513750195		
