file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.670697.smt2	OK	169	165	0	0	0	8	4	177	120	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	OK	285	275	0	0	0	4	4	283	223	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TypeSafe/smtlib.952809.smt2	OK	151	133	0	0	0	64	4	201	88	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/configdata/validatefile/readworkinghours-4.smt2	OK	73	21	0	0	0	0	0	21	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/digest-81.smt2	OK	240	39	0	0	0	0	0	39	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/usertoken/readandcheck/checkprivcert-2.smt2	OK	146	38	0	0	0	0	1	39	20	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	OK	235	129	18	0	18	9	1	156	102	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/StrictReadOnly_C1.Z1.smt2	OK	271	138	10	0	10	9	1	157	101	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/misc/list4.smt2	OK	6	4	0	0	0	0	1	5	4	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.parser.TokenQueue.576.smt2	OK	86	79	4	0	4	3	0	86	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.028.smt2	OK	393	89	77	0	77	3	0	169	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.SuperObjectDesignator.008.smt2	OK	589	89	16	0	16	3	0	108	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.parser.Parse.005.smt2	OK	376	122	102	0	102	12	0	236	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.util.ErrorSet.009.smt2	OK	163	85	1	0	1	3	0	89	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1057395.smt2	OK	456	433	0	0	0	26	12	479	314	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.718896.smt2	OK	448	424	0	0	0	120	29	585	361	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.820036.smt2	OK	122	115	0	0	0	12	3	130	101	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.730254.smt2	OK	253	244	0	0	0	36	3	283	200	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TwoSquares/smtlib.672156.smt2	OK	278	251	0	0	0	4	8	263	207	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/admintoken/clear-6.smt2	OK	100	33	0	0	0	0	0	33	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/configdata/writefile-8.smt2	OK	171	37	0	0	0	0	0	37	24	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/dofind-32.smt2	OK	230	35	0	0	0	0	0	35	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tptp/NUM860=1.smt2	OK	9	8	0	0	0	2	2	12	8	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	OK	209	122	12	0	12	5	2	139	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/StructTests_St.S_System.Int32.ptr_System.Int32.ptr-level_2.smt2	OK	189	125	2	0	2	5	2	132	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.SrcTool.15.smt2	OK	86	79	22	0	22	7	0	108	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	OK	86	78	1	0	1	3	0	82	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	OK	168	84	1	0	1	3	0	88	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	OK	589	89	17	0	17	3	0	109	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	OK	392	84	2	0	2	3	0	89	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.util.LocationManagerCorrelatedReader.011.smt2	OK	168	85	2	0	2	3	0	90	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1127270.smt2	OK	147	134	0	0	0	17	10	162	91	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.775573.smt2	OK	128	105	0	0	0	0	4	110	84	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.894255.smt2	OK	210	198	1	0	1	31	15	245	157	quantifier-below-top-level	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.783502.smt2	OK	509	479	0	0	0	85	32	597	326	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TwoSquares/smtlib.711545.smt2	OK	279	252	0	0	0	4	8	265	208	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	OK	165	33	0	0	0	0	0	33	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/display/updatedevice-1.smt2	OK	169	41	0	0	0	0	0	41	24	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/init-8.smt2	OK	218	36	0	0	0	0	0	36	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Ensures_Q-noinfer_8.smt2	OK	23	19	1	0	1	0	1	20	17	quantifier-below-top-level	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Unsigned_test.Conversions_System.UInt32_System.Double.smt2	OK	194	126	2	0	2	5	1	133	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.ast.CatchClauseVec.66.smt2	OK	86	77	9	0	9	5	5	96	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.tc.FlowInsensitiveChecks.679.smt2	OK	86	81	95	0	95	3	3	182	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.ExprVec.004.smt2	OK	159	86	7	0	7	4	0	97	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.TypeDeclElemVec.006.smt2	OK	154	86	7	0	7	4	0	97	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.parser.test.TestLex.030.smt2	OK	588	89	17	0	17	3	0	109	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/tohtml.DeclLinks.009.smt2	OK	267	85	17	0	17	3	0	105	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1185183.smt2	OK	456	426	0	0	0	19	20	465	295	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.824330.smt2	OK	287	264	0	0	0	18	5	287	172	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.993567.smt2	OK	499	482	0	0	0	51	19	552	406	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.830613.smt2	OK	379	344	0	0	0	79	79	502	221	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TwoSquares/smtlib.753723.smt2	OK	130	87	0	0	0	2	12	101	72	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/auditlog/addelementtologfile/addelementtonextfile/setcurrentfiletonextfreefile-4.smt2	OK	58	26	0	0	0	0	0	26	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/enclave/adminlogout-5.smt2	OK	152	37	0	0	0	0	0	37	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/latch/updateinternallatch-5.smt2	OK	115	33	0	0	0	0	0	33	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/ExposeVersion_D..ctor-level_2.smt2	OK	342	143	13	0	13	11	3	167	109	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/WhereMotivation_Types.MLoop0.smt2	OK	226	123	18	0	18	5	4	146	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.117.smt2	OK	86	75	1	0	1	3	0	79	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.tc.TypeSig.730.smt2	OK	86	84	59	0	59	3	13	159	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.009.smt2	OK	593	89	21	0	21	3	0	113	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.TypeModifierPragmaVec.013.smt2	OK	157	86	10	0	10	8	6	110	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.reader.CachedReader.003.smt2	OK	127	83	4	0	4	3	0	90	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/small_suite/getRootInterface.smt2	OK	660	93	123	0	123	13	0	229	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1234945.smt2	OK	456	397	0	0	0	4	7	408	300	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.874641.smt2	OK	455	446	0	0	0	4	5	455	364	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/NS_Shared/smtlib.657037.smt2	OK	478	465	1	0	1	17	11	500	413	quantifier-below-top-level	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.876524.smt2	OK	133	108	0	0	0	15	14	137	72	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TwoSquares/smtlib.788343.smt2	OK	8	3	0	0	0	0	0	3	0	refutation-loop	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/auditlog/clearlogentries-11.smt2	OK	184	41	0	0	0	0	4	45	20	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/enclave/enrolop-3.smt2	OK	57	25	0	0	0	0	0	25	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/screen/writealarms-9.smt2	OK	95	29	0	0	0	0	0	29	20	multi-binder-prefix	0	0
